session_id,not_skipped,euclidLastPlay,euclidLastSkip,manLastPlay,manLastSkip,eucAvPlay,eucAvSkip,angleAvPlay,angleAvSkip,prevSongPlayed,neighborSkipped
0_00006f66-33e5-4de7-a324-2d18e439fc1e,False,103.99750919728768,110.7824613079913,120.9785030661019,165.96862976353387,71.58862078067864,88.93494551580015,0.034853411832304844,0.04330764920735088,False,True
0_0000a72b-09ac-412f-b452-9b9e79bded8f,True,300.97220122047594,41.25075452178053,358.9667609061988,76.05361482243296,185.27816351594188,43.58370541282226,0.0878351515356164,0.019967307968663327,False,False
0_00010fc5-b79e-4cdf-bc4c-f140d0f99a3a,False,99.66915988852405,71.73271779757815,146.8151683522346,114.31695630194166,89.75148982472739,36.297015436231,0.04410393630712305,0.01782547437445798,False,False
0_00016a3d-9076-4f67-918f-f29e3ce160dc,False,45.49830590048837,48.05025072832304,73.15133802698055,69.74035416960112,32.008613860905704,32.022321504929906,0.01487593356048128,0.015073603800619454,False,False
0_00018b58-deb8-4f98-ac5e-d7e01b346130,True,25.35908528913187,8.363450408647102,40.12622002103616,16.937455734314582,39.073778059064495,29.387059204240263,0.019219185334346384,0.014384040076515498,True,False
0_00027db1-ffe5-4b00-8eeb-8d8188451298,True,25.596663352199556,71.44294130325761,41.24639872686922,107.35567832963967,23.753038532313287,24.036108651181326,0.011657779353964365,0.011819608512700735,True,True
0_00029482-6542-4d3e-bb9e-ffc988f58bd6,True,50.342567468204294,43.81031843415362,76.40586964066773,71.3079253258833,11.114220767389929,21.152578594051967,0.005465595944593618,0.010376094201984865,True,True
0_0002fbb5-29c2-4d54-9636-e6d15e77b58c,False,47.044660240935656,34.07884923629042,75.85667440900154,61.39715580600064,32.86422157427755,56.84454001355197,0.016163955315166234,0.027966486773332033,True,True
0_00030fe3-298d-4930-8534-fc5a9b82971b,False,34.87223755008443,64.37367965742507,59.84226424554163,100.91323885907,24.67794499611871,57.804821781595166,0.012123314416785689,0.02837164311539304,False,True
0_0003ac37-c70a-47a6-b9dc-b8b163826082,True,73.73260131972727,41.05126140598035,116.44722095662036,69.1107997101937,78.58844709199519,57.919939955891564,0.038104962823671214,0.027685924429185098,True,True
0_0003e8a0-ea43-47fe-ac5a-8b502f4d38ef,False,70.21361121242133,53.620922994443134,122.16774665841216,105.20385099891871,70.21361121242133,37.39216400321625,0.034078177713543385,0.016583843668298237,False,False
0_00041f88-6d8a-49ca-9a03-d0cfdbbafe5e,True,48.917457319476455,79.71716277714118,78.41840997267944,129.91501611740114,45.114698608797326,24.596298343428447,0.022054171036070214,0.0121021372466452,True,False
0_00052b3c-a5f9-4b04-90ef-6378777d89d8,False,12.600377879656634,16.068459103742033,27.04243129550362,35.57059355694112,22.685108092207706,19.423295498611072,0.010898898357781918,0.009348931481780776,False,True
0_00054512-7872-45c0-aaec-7b790f698a4f,True,57.53063190695952,0.0,91.6564782474435,0.0,57.53063190695952,31.872796681429964,0.028049291907219043,0.015502025180166738,False,False
0_0005a7a1-196e-4e08-8928-39b9a3ca2e1a,False,52.75429512498234,54.85304810433872,70.73149957947531,88.4174627301212,51.15287451666737,65.3229562198902,0.025215898314508267,0.03218924731145788,False,False
0_0006380b-324b-45db-a597-ac209b1375b2,True,46.16168414327059,42.86281740180804,72.54084463910236,63.70693177684953,4.363715410974092,68.10063006135628,0.0021454018160672996,0.0335251389941148,True,False
0_000641b5-a2ce-4803-bdeb-499c548ba50d,False,31.717748486315195,110.74294842266164,48.95672147320532,160.75195586093412,31.717748486315195,73.60129595780178,0.015577130413214218,0.03601959114048775,False,False
0_00064a92-1353-417a-82e2-6f5e361bebff,False,0.0,48.73665301470927,0.0,89.73321267844868,0.0,22.00268214789411,0.0,0.01080225782586034,False,True
0_0006bfe8-8afe-45c2-a423-00a348b775c4,False,22.214299159846604,83.18267793097137,39.80097094714793,93.99467628280374,22.214299159846604,66.83838903548181,0.010743131045126083,0.0327980674725444,True,False
0_0006f5f8-bd71-4d75-9cd2-6320f2e4df8e,True,32.20939217731861,116.24431515511357,61.986953653792966,189.84062653679092,34.7049447332858,43.509115676201084,0.017060599764496028,0.021376509626398046,False,False
0_00070b9a-c9da-404f-81d0-c22f4f79b933,True,99.34476321605227,98.68849938057528,121.33848341746891,146.60755203450375,70.88341082578931,66.68512669163329,0.03474768271686009,0.03268752512148236,False,True
0_00074d75-33c6-40b3-99e1-a88e9d015e42,False,221.56950277210413,184.52607617047397,309.1351219124028,246.4627466784856,221.56950277210413,207.41896250230883,0.10748303527364819,0.10050129619859706,False,False
0_00076eea-e6d9-4a1a-ad1a-dd083fd05a96,True,95.00370021932635,20.162122533098977,124.81466392596968,35.72650801741284,149.25003031267104,108.12765923148835,0.07243586191796396,0.05250209161223646,False,False
0_000796fd-ee8a-4211-a0a9-662154cb905d,True,65.36056297188165,17.073791208861422,95.02826903148758,39.54425363616026,60.439221166399165,36.64245113672149,0.02956567313089679,0.018132602736810065,True,False
0_00079a23-1600-486a-91bd-5208be0c745a,True,62.55024931783233,62.4036433924425,93.01488493910725,89.36574035697377,62.00592745020319,82.60768407675963,0.030464799401042946,0.040623873082936766,False,True
